,id0,id1,projectId,matchGrade,similarity,properties,attributeSimilarities,tags,active,probability,type,gtLabel
619,"{'source': 'A', 'local': '19eNhEDLPEK3y9yY', 'blocks': ['rec-JaQPNLiclC84Ieo9-B##rec-19eNhEDLPEK3y9yY-A']}","{'source': 'B', 'local': 'JaQPNLiclC84Ieo9', 'blocks': ['rec-JaQPNLiclC84Ieo9-B##rec-19eNhEDLPEK3y9yY-A']}",648a2d726dddd56ae8446595,CERTAIN_MATCH,0.884539969983604,"['active', 'REPORTED_LINK']","{'MIDDLENAME': 1.0, 'CITY': 0.40963855421686746, 'LASTNAME': 1.0, 'YEAROFBIRTH': 1.0, 'FIRSTNAME': 1.0, 'PLZ': 0.5533980582524272}","[{'tag': 'PROBABILITY', 'stringValue': '0,983', 'numericValue': 0.9825633285383845}, {'tag': 'Groundtruth-Label', 'stringValue': 'TRUE_MATCH', 'numericValue': 1.0}, {'tag': 'type', 'stringValue': 'TP', 'numericValue': 1.0}]",True,0.9825633285383845,TP,TRUE_MATCH
620,"{'source': 'A', 'local': 'mhF6JX209UEnmk3g', 'blocks': ['rec-mhF6JX209UEnmk3g-A##rec-mCj7fkBpxGFSNEvN-B']}","{'source': 'B', 'local': 'mCj7fkBpxGFSNEvN', 'blocks': ['rec-mhF6JX209UEnmk3g-A##rec-mCj7fkBpxGFSNEvN-B']}",648a2d726dddd56ae8446595,NON_MATCH,0.7888267267118655,['REPORTED_LINK'],"{'MIDDLENAME': 1.0, 'CITY': 0.32335329341317365, 'LASTNAME': 0.53, 'YEAROFBIRTH': 1.0, 'FIRSTNAME': 1.0, 'PLACEOFBIRTH': 1.0, 'PLZ': 0.48484848484848486}","[{'tag': 'PROBABILITY', 'stringValue': '0,999', 'numericValue': 0.9985902989203929}, {'tag': 'removedByClassifier'}, {'tag': 'Groundtruth-Label', 'stringValue': 'TRUE_NON_MATCH', 'numericValue': 0.0}, {'tag': 'type', 'stringValue': 'TN', 'numericValue': 1.0}]",False,0.9985902989203929,TN,TRUE_NON_MATCH
621,"{'source': 'A', 'local': '7VLEGvis8F0To0jI', 'blocks': ['rec-EZhN2dpyw5d10udx-B##rec-7VLEGvis8F0To0jI-A']}","{'source': 'B', 'local': 'EZhN2dpyw5d10udx', 'blocks': ['rec-EZhN2dpyw5d10udx-B##rec-7VLEGvis8F0To0jI-A']}",648a2d726dddd56ae8446595,NON_MATCH,0.7681271034838241,['REPORTED_LINK'],"{'MIDDLENAME': 0.10256410256410256, 'CITY': 1.0, 'LASTNAME': 0.5488372093023256, 'YEAROFBIRTH': 1.0, 'FIRSTNAME': 1.0, 'PLZ': 0.7444444444444445}","[{'tag': 'PROBABILITY', 'stringValue': '1,000', 'numericValue': 1.0}, {'tag': 'removedByClassifier'}, {'tag': 'Groundtruth-Label', 'stringValue': 'TRUE_NON_MATCH', 'numericValue': 0.0}, {'tag': 'type', 'stringValue': 'TN', 'numericValue': 1.0}]",False,1.0,TN,TRUE_NON_MATCH
622,"{'source': 'A', 'local': 'brNQC5WPyoYTZbxr', 'blocks': ['rec-pRbB96TDFytWTi41-B##rec-brNQC5WPyoYTZbxr-A']}","{'source': 'B', 'local': 'pRbB96TDFytWTi41', 'blocks': ['rec-pRbB96TDFytWTi41-B##rec-brNQC5WPyoYTZbxr-A']}",648a2d726dddd56ae8446595,NON_MATCH,0.7827484304210841,['REPORTED_LINK'],"{'MIDDLENAME': 0.2077922077922078, 'CITY': 1.0, 'LASTNAME': 0.5576923076923077, 'YEAROFBIRTH': 1.0, 'FIRSTNAME': 1.0, 'PLZ': 0.746268656716418}","[{'tag': 'PROBABILITY', 'stringValue': '1,000', 'numericValue': 1.0}, {'tag': 'removedByClassifier'}, {'tag': 'Groundtruth-Label', 'stringValue': 'TRUE_NON_MATCH', 'numericValue': 0.0}, {'tag': 'type', 'stringValue': 'TN', 'numericValue': 1.0}]",False,1.0,TN,TRUE_NON_MATCH
623,"{'source': 'A', 'local': 'Z8JKCoDoMq1LmasN', 'blocks': ['rec-Z8JKCoDoMq1LmasN-A##rec-WyweZ3Ndrf8CtQWt-B']}","{'source': 'B', 'local': 'WyweZ3Ndrf8CtQWt', 'blocks': ['rec-Z8JKCoDoMq1LmasN-A##rec-WyweZ3Ndrf8CtQWt-B']}",648a2d726dddd56ae8446595,CERTAIN_MATCH,0.8872768194954458,"['active', 'REPORTED_LINK']","{'MIDDLENAME': 1.0, 'CITY': 0.411522633744856, 'LASTNAME': 1.0, 'YEAROFBIRTH': 1.0, 'FIRSTNAME': 1.0, 'PLACEOFBIRTH': 1.0, 'PLZ': 0.44660194174757284}","[{'tag': 'PROBABILITY', 'stringValue': '0,886', 'numericValue': 0.8859470468431772}, {'tag': 'Groundtruth-Label', 'stringValue': 'TRUE_MATCH', 'numericValue': 1.0}, {'tag': 'type', 'stringValue': 'TP', 'numericValue': 1.0}]",True,0.8859470468431772,TP,TRUE_MATCH
624,"{'source': 'A', 'local': 'Q2mvXQjsPSVUziim', 'blocks': ['rec-Q2mvXQjsPSVUziim-A##rec-PKHkmzqC5KpByKWO-B']}","{'source': 'B', 'local': 'PKHkmzqC5KpByKWO', 'blocks': ['rec-Q2mvXQjsPSVUziim-A##rec-PKHkmzqC5KpByKWO-B']}",648a2d726dddd56ae8446595,CERTAIN_MATCH,0.8957495584200834,"['active', 'REPORTED_LINK']","{'MIDDLENAME': 1.0, 'CITY': 0.41818181818181815, 'LASTNAME': 1.0, 'YEAROFBIRTH': 1.0, 'FIRSTNAME': 1.0, 'PLZ': 0.6536585365853659}","[{'tag': 'PROBABILITY', 'stringValue': '0,983', 'numericValue': 0.9825633285383845}, {'tag': 'Groundtruth-Label', 'stringValue': 'TRUE_MATCH', 'numericValue': 1.0}, {'tag': 'type', 'stringValue': 'TP', 'numericValue': 1.0}]",True,0.9825633285383845,TP,TRUE_MATCH
625,"{'source': 'A', 'local': 'RThv6oCoMk7wjjN8', 'blocks': ['rec-RThv6oCoMk7wjjN8-A##rec-AE8Ty8PIzzQpzZgp-B']}","{'source': 'B', 'local': 'AE8Ty8PIzzQpzZgp', 'blocks': ['rec-RThv6oCoMk7wjjN8-A##rec-AE8Ty8PIzzQpzZgp-B']}",648a2d726dddd56ae8446595,CERTAIN_MATCH,0.8761244359225572,"['active', 'REPORTED_LINK']","{'MIDDLENAME': 0.8514056224899599, 'CITY': 0.35175879396984927, 'LASTNAME': 1.0, 'YEAROFBIRTH': 1.0, 'FIRSTNAME': 1.0, 'PLACEOFBIRTH': 1.0, 'PLZ': 0.5670103092783505}","[{'tag': 'PROBABILITY', 'stringValue': '0,983', 'numericValue': 0.9825633285383845}, {'tag': 'Groundtruth-Label', 'stringValue': 'TRUE_MATCH', 'numericValue': 1.0}, {'tag': 'type', 'stringValue': 'TP', 'numericValue': 1.0}]",True,0.9825633285383845,TP,TRUE_MATCH
626,"{'source': 'A', 'local': 'ybHqgxaL2akptWaq', 'blocks': ['rec-ybHqgxaL2akptWaq-A##rec-8mlQtkrZpHxHyJCJ-B']}","{'source': 'B', 'local': '8mlQtkrZpHxHyJCJ', 'blocks': ['rec-ybHqgxaL2akptWaq-A##rec-8mlQtkrZpHxHyJCJ-B']}",648a2d726dddd56ae8446595,CERTAIN_MATCH,0.8800945999211667,"['active', 'REPORTED_LINK']","{'CITY': 1.0, 'LASTNAME': 1.0, 'YEAROFBIRTH': 1.0, 'FIRSTNAME': 0.4558139534883721, 'PLACEOFBIRTH': 1.0, 'PLZ': 1.0}","[{'tag': 'PROBABILITY', 'stringValue': '0,928', 'numericValue': 0.9280174537409126}, {'tag': 'Groundtruth-Label', 'stringValue': 'TRUE_MATCH', 'numericValue': 1.0}, {'tag': 'type', 'stringValue': 'TP', 'numericValue': 1.0}]",True,0.9280174537409126,TP,TRUE_MATCH
627,"{'source': 'A', 'local': 'dCirL4ldKW8PeISj', 'blocks': ['rec-dCirL4ldKW8PeISj-A##rec-WbCVgpXzauLXgJrS-B']}","{'source': 'B', 'local': 'WbCVgpXzauLXgJrS', 'blocks': ['rec-dCirL4ldKW8PeISj-A##rec-WbCVgpXzauLXgJrS-B']}",648a2d726dddd56ae8446595,CERTAIN_MATCH,0.8811818858478094,"['active', 'REPORTED_LINK']","{'MIDDLENAME': 1.0, 'CITY': 0.30434782608695654, 'LASTNAME': 1.0, 'YEAROFBIRTH': 1.0, 'FIRSTNAME': 1.0, 'PLZ': 0.6432160804020101}","[{'tag': 'PROBABILITY', 'stringValue': '0,983', 'numericValue': 0.9825633285383845}, {'tag': 'Groundtruth-Label', 'stringValue': 'TRUE_MATCH', 'numericValue': 1.0}, {'tag': 'type', 'stringValue': 'TP', 'numericValue': 1.0}]",True,0.9825633285383845,TP,TRUE_MATCH
628,"{'source': 'A', 'local': '4RJjCs7RokKx1r07', 'blocks': ['rec-ACaUOjvPr9GVeBfk-B##rec-4RJjCs7RokKx1r07-A']}","{'source': 'B', 'local': 'ACaUOjvPr9GVeBfk', 'blocks': ['rec-ACaUOjvPr9GVeBfk-B##rec-4RJjCs7RokKx1r07-A']}",648a2d726dddd56ae8446595,NON_MATCH,0.7544180063458051,['REPORTED_LINK'],"{'MIDDLENAME': 0.4126984126984127, 'CITY': 1.0, 'LASTNAME': 0.36470588235294116, 'YEAROFBIRTH': 1.0, 'FIRSTNAME': 1.0, 'PLZ': 0.6467661691542289}","[{'tag': 'PROBABILITY', 'stringValue': '1,000', 'numericValue': 1.0}, {'tag': 'removedByClassifier'}, {'tag': 'Groundtruth-Label', 'stringValue': 'TRUE_NON_MATCH', 'numericValue': 0.0}, {'tag': 'type', 'stringValue': 'TN', 'numericValue': 1.0}]",False,1.0,TN,TRUE_NON_MATCH
629,"{'source': 'A', 'local': 'WSZJydSIakc3Pq1R', 'blocks': ['rec-WSZJydSIakc3Pq1R-A##rec-621sY8kvVPzCNsQG-B']}","{'source': 'B', 'local': '621sY8kvVPzCNsQG', 'blocks': ['rec-WSZJydSIakc3Pq1R-A##rec-621sY8kvVPzCNsQG-B']}",648a2d726dddd56ae8446595,NON_MATCH,0.7681864012172542,['REPORTED_LINK'],"{'MIDDLENAME': 1.0, 'CITY': 0.35467980295566504, 'LASTNAME': 0.38596491228070173, 'YEAROFBIRTH': 1.0, 'FIRSTNAME': 1.0, 'PLACEOFBIRTH': 1.0, 'PLZ': 0.5333333333333333}","[{'tag': 'PROBABILITY', 'stringValue': '0,998', 'numericValue': 0.9983095289340307}, {'tag': 'removedByClassifier'}, {'tag': 'Groundtruth-Label', 'stringValue': 'TRUE_NON_MATCH', 'numericValue': 0.0}, {'tag': 'type', 'stringValue': 'TN', 'numericValue': 1.0}]",False,0.9983095289340307,TN,TRUE_NON_MATCH
630,"{'source': 'A', 'local': 'xQUsqg3mugY43MCy', 'blocks': ['rec-xQUsqg3mugY43MCy-A##rec-9dtzWRP60zDVUy85-B']}","{'source': 'B', 'local': '9dtzWRP60zDVUy85', 'blocks': ['rec-xQUsqg3mugY43MCy-A##rec-9dtzWRP60zDVUy85-B']}",648a2d726dddd56ae8446595,CERTAIN_MATCH,0.8940057875155022,"['active', 'REPORTED_LINK']","{'CITY': 0.5121951219512195, 'LASTNAME': 1.0, 'YEAROFBIRTH': 1.0, 'FIRSTNAME': 1.0, 'PLACEOFBIRTH': 1.0, 'PLZ': 0.526829268292683}","[{'tag': 'PROBABILITY', 'stringValue': '0,886', 'numericValue': 0.8859470468431772}, {'tag': 'Groundtruth-Label', 'stringValue': 'TRUE_MATCH', 'numericValue': 1.0}, {'tag': 'type', 'stringValue': 'TP', 'numericValue': 1.0}]",True,0.8859470468431772,TP,TRUE_MATCH
631,"{'source': 'A', 'local': 'BRv5ycK0NJ2qWr9e', 'blocks': ['rec-Qp4vesC3hyU7GxZY-B##rec-BRv5ycK0NJ2qWr9e-A']}","{'source': 'B', 'local': 'Qp4vesC3hyU7GxZY', 'blocks': ['rec-Qp4vesC3hyU7GxZY-B##rec-BRv5ycK0NJ2qWr9e-A']}",648a2d726dddd56ae8446595,CERTAIN_MATCH,0.8967534193610749,"['active', 'REPORTED_LINK']","{'MIDDLENAME': 1.0, 'CITY': 0.38333333333333336, 'LASTNAME': 1.0, 'YEAROFBIRTH': 1.0, 'FIRSTNAME': 1.0, 'PLACEOFBIRTH': 1.0, 'PLZ': 0.583732057416268}","[{'tag': 'PROBABILITY', 'stringValue': '0,983', 'numericValue': 0.9825633285383845}, {'tag': 'Groundtruth-Label', 'stringValue': 'TRUE_MATCH', 'numericValue': 1.0}, {'tag': 'type', 'stringValue': 'TP', 'numericValue': 1.0}]",True,0.9825633285383845,TP,TRUE_MATCH
632,"{'source': 'A', 'local': 'cA8gZbWrxP1Pbhze', 'blocks': ['rec-hkDuRX0yBnYaONHB-B##rec-cA8gZbWrxP1Pbhze-A']}","{'source': 'B', 'local': 'hkDuRX0yBnYaONHB', 'blocks': ['rec-hkDuRX0yBnYaONHB-B##rec-cA8gZbWrxP1Pbhze-A']}",648a2d726dddd56ae8446595,NON_MATCH,0.817766099301906,['REPORTED_LINK'],"{'MIDDLENAME': 0.3473684210526316, 'CITY': 1.0, 'LASTNAME': 0.4262295081967213, 'YEAROFBIRTH': 1.0, 'FIRSTNAME': 1.0, 'PLACEOFBIRTH': 1.0, 'PLZ': 1.0}","[{'tag': 'PROBABILITY', 'stringValue': '0,823', 'numericValue': 0.8225365735611455}, {'tag': 'removedByClassifier'}, {'tag': 'Groundtruth-Label', 'stringValue': 'TRUE_MATCH', 'numericValue': 1.0}, {'tag': 'type', 'stringValue': 'FN', 'numericValue': 0.0}]",False,0.8225365735611455,FN,TRUE_MATCH
633,"{'source': 'A', 'local': 'S3MYryBKK1n2yann', 'blocks': ['rec-ae2DFvp8nUxTzwtt-B##rec-S3MYryBKK1n2yann-A']}","{'source': 'B', 'local': 'ae2DFvp8nUxTzwtt', 'blocks': ['rec-ae2DFvp8nUxTzwtt-B##rec-S3MYryBKK1n2yann-A']}",648a2d726dddd56ae8446595,CERTAIN_MATCH,0.8787707230068589,"['active', 'REPORTED_LINK']","{'MIDDLENAME': 1.0, 'CITY': 0.35294117647058826, 'LASTNAME': 1.0, 'YEAROFBIRTH': 1.0, 'FIRSTNAME': 1.0, 'PLZ': 0.5628140703517588}","[{'tag': 'PROBABILITY', 'stringValue': '0,983', 'numericValue': 0.9825633285383845}, {'tag': 'Groundtruth-Label', 'stringValue': 'TRUE_MATCH', 'numericValue': 1.0}, {'tag': 'type', 'stringValue': 'TP', 'numericValue': 1.0}]",True,0.9825633285383845,TP,TRUE_MATCH
634,"{'source': 'A', 'local': 'f5ZEuQMou4En5URW', 'blocks': ['rec-uf9G3OGCMk5z26n1-B##rec-f5ZEuQMou4En5URW-A']}","{'source': 'B', 'local': 'uf9G3OGCMk5z26n1', 'blocks': ['rec-uf9G3OGCMk5z26n1-B##rec-f5ZEuQMou4En5URW-A']}",648a2d726dddd56ae8446595,NON_MATCH,0.7435640977617131,['REPORTED_LINK'],"{'MIDDLENAME': 0.19753086419753085, 'CITY': 1.0, 'LASTNAME': 0.4897959183673469, 'YEAROFBIRTH': 1.0, 'FIRSTNAME': 1.0, 'PLACEOFBIRTH': 0.5550239234449761, 'PLZ': 0.74}","[{'tag': 'PROBABILITY', 'stringValue': '1,000', 'numericValue': 1.0}, {'tag': 'removedByClassifier'}, {'tag': 'Groundtruth-Label', 'stringValue': 'TRUE_NON_MATCH', 'numericValue': 0.0}, {'tag': 'type', 'stringValue': 'TN', 'numericValue': 1.0}]",False,1.0,TN,TRUE_NON_MATCH
635,"{'source': 'A', 'local': 'o7fz5vLH4l81YPBq', 'blocks': ['rec-o7fz5vLH4l81YPBq-A##rec-hGhLrOIlLzORAHKh-B']}","{'source': 'B', 'local': 'hGhLrOIlLzORAHKh', 'blocks': ['rec-o7fz5vLH4l81YPBq-A##rec-hGhLrOIlLzORAHKh-B']}",648a2d726dddd56ae8446595,NON_MATCH,0.7183642999189456,['REPORTED_LINK'],"{'MIDDLENAME': 0.36363636363636365, 'CITY': 0.38190954773869346, 'LASTNAME': 0.4329896907216495, 'YEAROFBIRTH': 1.0, 'FIRSTNAME': 1.0, 'PLACEOFBIRTH': 1.0, 'PLZ': 0.594059405940594}","[{'tag': 'PROBABILITY', 'stringValue': '1,000', 'numericValue': 1.0}, {'tag': 'removedByClassifier'}, {'tag': 'Groundtruth-Label', 'stringValue': 'TRUE_NON_MATCH', 'numericValue': 0.0}, {'tag': 'type', 'stringValue': 'TN', 'numericValue': 1.0}]",False,1.0,TN,TRUE_NON_MATCH
636,"{'source': 'A', 'local': 'dFU9CH8qDYeLvcxp', 'blocks': ['rec-dFU9CH8qDYeLvcxp-A##rec-KB9midmIgRACN0Pz-B']}","{'source': 'B', 'local': 'KB9midmIgRACN0Pz', 'blocks': ['rec-dFU9CH8qDYeLvcxp-A##rec-KB9midmIgRACN0Pz-B']}",648a2d726dddd56ae8446595,NON_MATCH,0.7698949852745088,['REPORTED_LINK'],"{'MIDDLENAME': 1.0, 'CITY': 1.0, 'LASTNAME': 0.2995169082125604, 'YEAROFBIRTH': 1.0, 'FIRSTNAME': 1.0, 'PLACEOFBIRTH': 0.4623115577889447, 'PLZ': 0.6138613861386139}","[{'tag': 'PROBABILITY', 'stringValue': '1,000', 'numericValue': 1.0}, {'tag': 'removedByClassifier'}, {'tag': 'Groundtruth-Label', 'stringValue': 'TRUE_NON_MATCH', 'numericValue': 0.0}, {'tag': 'type', 'stringValue': 'TN', 'numericValue': 1.0}]",False,1.0,TN,TRUE_NON_MATCH
637,"{'source': 'A', 'local': 'aLPy7chdot0nN8yv', 'blocks': ['rec-aLPy7chdot0nN8yv-A##rec-Z51tQWtItsgFh8KO-B']}","{'source': 'B', 'local': 'Z51tQWtItsgFh8KO', 'blocks': ['rec-aLPy7chdot0nN8yv-A##rec-Z51tQWtItsgFh8KO-B']}",648a2d726dddd56ae8446595,CERTAIN_MATCH,0.8984809175979191,"['active', 'REPORTED_LINK']","{'MIDDLENAME': 1.0, 'CITY': 0.42152466367713004, 'LASTNAME': 1.0, 'YEAROFBIRTH': 1.0, 'FIRSTNAME': 1.0, 'PLZ': 0.6766169154228856}","[{'tag': 'PROBABILITY', 'stringValue': '0,886', 'numericValue': 0.8859470468431772}, {'tag': 'Groundtruth-Label', 'stringValue': 'TRUE_MATCH', 'numericValue': 1.0}, {'tag': 'type', 'stringValue': 'TP', 'numericValue': 1.0}]",True,0.8859470468431772,TP,TRUE_MATCH
638,"{'source': 'A', 'local': 'L7DZMRicTj2hnuft', 'blocks': ['rec-L7DZMRicTj2hnuft-A##rec-2RSjLRa7NEoB2URp-B']}","{'source': 'B', 'local': '2RSjLRa7NEoB2URp', 'blocks': ['rec-L7DZMRicTj2hnuft-A##rec-2RSjLRa7NEoB2URp-B']}",648a2d726dddd56ae8446595,NON_MATCH,0.8995991038792595,['REPORTED_LINK'],"{'MIDDLENAME': 1.0, 'CITY': 1.0, 'LASTNAME': 0.490272373540856, 'YEAROFBIRTH': 1.0, 'FIRSTNAME': 1.0, 'PLACEOFBIRTH': 1.0, 'PLZ': 1.0}","[{'tag': 'PROBABILITY', 'stringValue': '0,883', 'numericValue': 0.8827110450869341}, {'tag': 'removedByClassifier'}, {'tag': 'Groundtruth-Label', 'stringValue': 'TRUE_MATCH', 'numericValue': 1.0}, {'tag': 'type', 'stringValue': 'FN', 'numericValue': 0.0}]",False,0.8827110450869341,FN,TRUE_MATCH
639,"{'source': 'A', 'local': 'Bswi3oy06PlY7MJr', 'blocks': ['rec-Bswi3oy06PlY7MJr-A##rec-Axm1qCX3WinPQB37-B']}","{'source': 'B', 'local': 'Axm1qCX3WinPQB37', 'blocks': ['rec-Bswi3oy06PlY7MJr-A##rec-Axm1qCX3WinPQB37-B']}",648a2d726dddd56ae8446595,NON_MATCH,0.8740248155056362,['REPORTED_LINK'],"{'CITY': 1.0, 'LASTNAME': 0.5894736842105263, 'YEAROFBIRTH': 1.0, 'FIRSTNAME': 1.0, 'PLACEOFBIRTH': 1.0, 'PLZ': 0.6507177033492823}","[{'tag': 'PROBABILITY', 'stringValue': '0,955', 'numericValue': 0.9551545328717949}, {'tag': 'removedByClassifier'}, {'tag': 'Groundtruth-Label', 'stringValue': 'TRUE_MATCH', 'numericValue': 1.0}, {'tag': 'type', 'stringValue': 'FN', 'numericValue': 0.0}]",False,0.9551545328717949,FN,TRUE_MATCH
640,"{'source': 'A', 'local': '7cKwFCnH3duooWWU', 'blocks': ['rec-Y8P61jN9B3tYhpPG-B##rec-7cKwFCnH3duooWWU-A']}","{'source': 'B', 'local': 'Y8P61jN9B3tYhpPG', 'blocks': ['rec-Y8P61jN9B3tYhpPG-B##rec-7cKwFCnH3duooWWU-A']}",648a2d726dddd56ae8446595,CERTAIN_MATCH,0.9023996605358267,"['active', 'REPORTED_LINK']","{'MIDDLENAME': 1.0, 'CITY': 0.45871559633027525, 'LASTNAME': 1.0, 'YEAROFBIRTH': 1.0, 'FIRSTNAME': 1.0, 'PLACEOFBIRTH': 1.0, 'PLZ': 0.5578947368421052}","[{'tag': 'PROBABILITY', 'stringValue': '0,983', 'numericValue': 0.9825633285383845}, {'tag': 'Groundtruth-Label', 'stringValue': 'TRUE_MATCH', 'numericValue': 1.0}, {'tag': 'type', 'stringValue': 'TP', 'numericValue': 1.0}]",True,0.9825633285383845,TP,TRUE_MATCH
641,"{'source': 'A', 'local': 'OVYOb5jtQpVindUi', 'blocks': ['rec-yNuk7Bl9uHmrKqly-B##rec-OVYOb5jtQpVindUi-A']}","{'source': 'B', 'local': 'yNuk7Bl9uHmrKqly', 'blocks': ['rec-yNuk7Bl9uHmrKqly-B##rec-OVYOb5jtQpVindUi-A']}",648a2d726dddd56ae8446595,CERTAIN_MATCH,0.8544702938222424,"['active', 'REPORTED_LINK']","{'MIDDLENAME': 0.8193832599118943, 'CITY': 0.3225806451612903, 'LASTNAME': 1.0, 'YEAROFBIRTH': 1.0, 'FIRSTNAME': 1.0, 'PLZ': 0.57}","[{'tag': 'PROBABILITY', 'stringValue': '0,983', 'numericValue': 0.9825633285383845}, {'tag': 'Groundtruth-Label', 'stringValue': 'TRUE_MATCH', 'numericValue': 1.0}, {'tag': 'type', 'stringValue': 'TP', 'numericValue': 1.0}]",True,0.9825633285383845,TP,TRUE_MATCH
642,"{'source': 'A', 'local': '1xtcbfBMBQwALXp0', 'blocks': ['rec-TjLB9afApjU2bwta-B##rec-1xtcbfBMBQwALXp0-A']}","{'source': 'B', 'local': 'TjLB9afApjU2bwta', 'blocks': ['rec-TjLB9afApjU2bwta-B##rec-1xtcbfBMBQwALXp0-A']}",648a2d726dddd56ae8446595,CERTAIN_MATCH,0.8934833430742256,"['active', 'REPORTED_LINK']","{'MIDDLENAME': 1.0, 'CITY': 0.3879310344827586, 'LASTNAME': 1.0, 'YEAROFBIRTH': 1.0, 'FIRSTNAME': 1.0, 'PLZ': 0.6666666666666666}","[{'tag': 'PROBABILITY', 'stringValue': '0,983', 'numericValue': 0.9825633285383845}, {'tag': 'Groundtruth-Label', 'stringValue': 'TRUE_MATCH', 'numericValue': 1.0}, {'tag': 'type', 'stringValue': 'TP', 'numericValue': 1.0}]",True,0.9825633285383845,TP,TRUE_MATCH
643,"{'source': 'A', 'local': 'fsTnrDLlujrd0XH1', 'blocks': ['rec-tEqzkbOhwhG0haOt-B##rec-fsTnrDLlujrd0XH1-A']}","{'source': 'B', 'local': 'tEqzkbOhwhG0haOt', 'blocks': ['rec-tEqzkbOhwhG0haOt-B##rec-fsTnrDLlujrd0XH1-A']}",648a2d726dddd56ae8446595,CERTAIN_MATCH,0.8983068548096822,"['active', 'REPORTED_LINK']","{'MIDDLENAME': 0.8421052631578947, 'CITY': 0.4628099173553719, 'LASTNAME': 1.0, 'YEAROFBIRTH': 1.0, 'FIRSTNAME': 1.0, 'PLACEOFBIRTH': 1.0, 'PLZ': 0.6923076923076923}","[{'tag': 'PROBABILITY', 'stringValue': '0,983', 'numericValue': 0.9825633285383845}, {'tag': 'Groundtruth-Label', 'stringValue': 'TRUE_MATCH', 'numericValue': 1.0}, {'tag': 'type', 'stringValue': 'TP', 'numericValue': 1.0}]",True,0.9825633285383845,TP,TRUE_MATCH
644,"{'source': 'A', 'local': '0FFn9IBU6unkSsQl', 'blocks': ['rec-dvoJItjGuz4iJmgL-B##rec-0FFn9IBU6unkSsQl-A']}","{'source': 'B', 'local': 'dvoJItjGuz4iJmgL', 'blocks': ['rec-dvoJItjGuz4iJmgL-B##rec-0FFn9IBU6unkSsQl-A']}",648a2d726dddd56ae8446595,CERTAIN_MATCH,0.8693448070205334,"['active', 'REPORTED_LINK']","{'MIDDLENAME': 0.42857142857142855, 'CITY': 1.0, 'LASTNAME': 1.0, 'YEAROFBIRTH': 1.0, 'FIRSTNAME': 0.7422680412371134, 'PLACEOFBIRTH': 1.0, 'PLZ': 0.7878787878787878}","[{'tag': 'PROBABILITY', 'stringValue': '0,982', 'numericValue': 0.981827854517225}, {'tag': 'Groundtruth-Label', 'stringValue': 'TRUE_MATCH', 'numericValue': 1.0}, {'tag': 'type', 'stringValue': 'TP', 'numericValue': 1.0}]",True,0.981827854517225,TP,TRUE_MATCH
645,"{'source': 'A', 'local': 'JAl6PRWgZKjxZ0p9', 'blocks': ['rec-cS4MvBCGDDLxqJ3r-B##rec-JAl6PRWgZKjxZ0p9-A']}","{'source': 'B', 'local': 'cS4MvBCGDDLxqJ3r', 'blocks': ['rec-cS4MvBCGDDLxqJ3r-B##rec-JAl6PRWgZKjxZ0p9-A']}",648a2d726dddd56ae8446595,CERTAIN_MATCH,0.8854648176682076,"['active', 'REPORTED_LINK']","{'MIDDLENAME': 1.0, 'CITY': 0.30303030303030304, 'LASTNAME': 1.0, 'YEAROFBIRTH': 1.0, 'FIRSTNAME': 1.0, 'PLZ': 0.6868686868686869}","[{'tag': 'PROBABILITY', 'stringValue': '0,983', 'numericValue': 0.9825633285383845}, {'tag': 'Groundtruth-Label', 'stringValue': 'TRUE_MATCH', 'numericValue': 1.0}, {'tag': 'type', 'stringValue': 'TP', 'numericValue': 1.0}]",True,0.9825633285383845,TP,TRUE_MATCH
646,"{'source': 'A', 'local': 'tk3E6kChA0x6PaQH', 'blocks': ['rec-tk3E6kChA0x6PaQH-A##rec-hL0fpaiEINZW0Yxi-B']}","{'source': 'B', 'local': 'hL0fpaiEINZW0Yxi', 'blocks': ['rec-tk3E6kChA0x6PaQH-A##rec-hL0fpaiEINZW0Yxi-B']}",648a2d726dddd56ae8446595,NON_MATCH,0.7043924046329947,['REPORTED_LINK'],"{'MIDDLENAME': 0.38271604938271603, 'CITY': 0.1793103448275862, 'LASTNAME': 0.4808743169398907, 'YEAROFBIRTH': 1.0, 'FIRSTNAME': 1.0, 'PLACEOFBIRTH': 1.0, 'PLZ': 0.5507246376811594}","[{'tag': 'PROBABILITY', 'stringValue': '1,000', 'numericValue': 1.0}, {'tag': 'removedByClassifier'}, {'tag': 'Groundtruth-Label', 'stringValue': 'TRUE_NON_MATCH', 'numericValue': 0.0}, {'tag': 'type', 'stringValue': 'TN', 'numericValue': 1.0}]",False,1.0,TN,TRUE_NON_MATCH
